POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INICIO;TERMINO;CONCLUSAO;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;DHA_ATUALIZACAO
9-BUZ-41-RJS;74316029566;Petrobras;9BUZ41RJS;RJ;Santos; ;BUZ;BÚZIOS;M;S;9;Especial;PRODUTOR COMERCIAL DE PETRÓLEO;EM COMPLETAÇÃO;07/03/2020;09/06/2020;18/07/2020;-24:45:04,492;-42:29:03,008;-24,75124778;-42,48416889;SIRGAS2000;Definitiva;Vertical;-6041,85;6077;6077;MR;28;0;1993;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ; ;Existe; ;SS-75;OCEAN COURAGE;02/01/2022
9-BUZ-40D-RJS;74316029571;Petrobras;9BUZ40DRJS;RJ;Santos; ;BUZ;BÚZIOS;M;S;9;Especial;PRODUTOR COMERCIAL DE PETRÓLEO;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;14/03/2020;18/05/2020;09/06/2020;-24:42:05,333;-42:26:01,095;-24,70148139;-42,4336375;SIRGAS2000;Definitiva;Direcional;-5918,3;5959;5959;MR;25;0;2033;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ; ; ; ;NS-38;ETESCO TAKATSUGU J;02/01/2022
8-SEP-2-RJS;74316028894;Petrobras;8SEP2RJS;RJ;Santos; ;SEP;SÉPIA;M;S;8;Injeção;INJEÇÃO DE ÁGUA;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;27/12/2016;01/12/2020;20/12/2020;-25:15:34,762;-42:31:45,497;-25,25965611;-42,52930472;SIRGAS2000;Definitiva;Vertical;-5531,6;5557;5557;MR;25;0;2120;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ; ; ; ;NS-38;ETESCO TAKATSUGU J;02/01/2022
7-LL-117D-RJS;74316029160;Petrobras;7LL117DRJS;RJ;Santos; ;TUP;TUPI;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;28/01/2018;03/05/2020;27/06/2020;-25:21:57,063;-42:41:07,427;-25,36585083;-42,68539639;SIRGAS2000;Definitiva;Direcional;-5078,8;5145;5135,5;MR;25;0;2125;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ; ; ; ;Existe; ; ; ; ; ;NS-39;Deepwater Myconos;02/01/2022
1-GREN-1D-BA;20240029328;Great Energy;1-GE-0001-BA;BA;Recôncavo;REC-T-108; ; ;T;S;1;Pioneiro; ;EM AVALIAÇÃO;21/12/2018;12/10/2019;21/01/2020;-12:11:06,979;-38:10:58,999;-12,18527194;-38,18305528;SIRGAS2000;Definitiva;Direcional;-3171,6;3297;3296,8;MR;104;99;0;NM; ;Brotas;Sergi; ;Existe; ;Existe;Existe;Existe;Existe;Existe;Existe; ; ;Existe;Existe;Existe;Existe; ; ; ; ;GREAT128 (OIL 128/TUS 128/DF-08);GREAT - 128;02/01/2022
7-PPT-51HP-RJS;74281029397;Petrobras;7PPT51HPRJS;RJ;Campos; ;PPT;PAPA-TERRA;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;14/06/2019;23/09/2019;04/03/2020;-23:30:57,997;-41:03:40,833;-23,51611028;-41,0613425;SIRGAS2000;Definitiva;Horizontal;-3103;5294;5294;MR;21;0;1181;NM; ;Campos;Carapebus; ;Existe; ; ; ;Existe;Existe; ;Existe; ; ; ; ;Existe; ; ; ; ; ;SS-88;Beta;02/01/2022
8-LPA-4D-SPS;86316029403;TotalEnergies EP;LPA-NE-I3;SP;Santos; ;LPA;LAPA;M;S;8;Injeção;INJEÇÃO DE ÁGUA;INJETANDO;10/06/2019;23/01/2020;20/02/2020;-25:31:02,870;-43:26:01,540;-25,51746389;-43,43376111;SIRGAS2000;Definitiva;Direcional;5321;5804;5804;MR;26,5;0;2180;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;DS9;DS-9;02/01/2022
7-LPA-5D-SPS;86316029428;TotalEnergies EP;LPA-NE-P4;SP;Santos; ;LPA;LAPA;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;29/07/2019;27/11/2019;11/01/2020;-25:32:20,180;-43:26:48,750;-25,53893889;-43,446875;SIRGAS2000;Definitiva;Direcional;5347,9;5898;5898;MR;26,5;0;2146;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ; ; ; ; ;Existe; ; ; ; ; ; ; ; ; ;DS9;DS-9;02/01/2022
3-BRSA-1370-SPS;86316029463;Petrobras;3SPS106;SP;Santos;S-M-623; ; ;M;S;3;Extensão; ;ABANDONADO PERMANENTEMENTE;12/09/2019;10/12/2019;02/01/2020;-25:08:34,419;-44:09:59,493;-25,14289417;-44,16652583;SIRGAS2000;Definitiva;Vertical;-6523,3;6552;6556;MR;32;0;1843;NM; ;Guaratiba;Barra Velha; ;Existe; ;Existe;Existe;Existe;Existe; ;Existe; ;Existe;Existe;Existe;Existe;Existe; ; ; ; ;NS-41;ODN I;02/01/2022
8-FAL-142D-ES;34270029436;Petrobras;8FAL142DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;8;Injeção;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;12/08/2019;16/08/2019;09/02/2020;-19:00:25,820;-39:52:07,208;-19,00717222;-39,86866889;SIRGAS2000;Definitiva;Direcional;-882;899;899;MR;11,79;6,64;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;EBS-08;EBS-08;02/01/2022
7-LPA-6D-SPS;86316029455;TotalEnergies EP;LPA-NE-P5;SP;Santos; ;LPA;LAPA;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;01/09/2019;02/03/2020;02/04/2020;-25:32:06,018;-43:26:52,154;-25,535005;-43,44782056;SIRGAS2000;Definitiva;Direcional;5304,8;5468,7;5468,7;MR;26,5;0;2147,7;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;DS9;DS-9;02/01/2022
9-MLL-83-RJS;74281029462;Petrobras;9MLL83RJS;RJ;Campos; ;MLL;MARLIM LESTE;M;S;9;Especial;OUTRAS FINALIDADES;EM OBSERVAÇÃO;08/09/2019;02/12/2019;08/01/2020;-22:30:25,074;-39:59:00,549;-22,506965;-39,98348583;SIRGAS2000;Definitiva;Vertical;-4538;4570;4570;MR;32;0;1226;NM; ;Lagoa Feia;Macabu; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ;Existe; ; ;NS-33;NORBE IX;02/01/2022
7-BUZ-33-RJS;74316029460;Petrobras;7BUZ33RJS;RJ;Santos; ;BUZ;BÚZIOS;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;07/09/2019;19/01/2020;13/03/2020;-24:36:30,497;-42:31:50,167;-24,60847139;-42,53060194;SIRGAS2000;Definitiva;Vertical;-5983,7;6012;6012;MR;28;0;1903;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ; ;Existe; ;SS-75;OCEAN COURAGE;02/01/2022
8-LPA-7D-SPS;86316029468;TotalEnergies EP;LPA-NE-I2;SP;Santos; ;LPA;LAPA;M;S;8;Injeção;INJEÇÃO DE ÁGUA; ;12/09/2019;08/11/2019;12/06/2020;-25:33:10,101;-43:27:34,216;-25,55280583;-43,45950444;SIRGAS2000;Definitiva;Direcional;528084;5617;5617;MR;26,5;0;2135,5;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;DS9;DS-9;02/01/2022
7-AZU-2D-AM;14030029525;Eneva;7AZU2DAM;AM;Amazonas;AZU;AZU;AZULÃO;T;S;7;Desenvolvimento;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;04/01/2020;07/01/2020;18/01/2020;-02:44:41,138;-58:11:03,086;-2,744760556;-58,18419056;SIRGAS2000;Definitiva;Direcional;525,98;677;677;MR;98;90;0;NM; ;Tapajós;Nova Olinda; ;Existe; ; ;Existe; ; ; ; ; ; ; ; ;Existe; ; ; ; ; ;QG VIII;Queiroz Galvão VIII;02/01/2022
7-MLL-86HPA-RJS;74281029556;Petrobras;7MLL86HPARJS;RJ;Campos; ;MLL;MARLIM LESTE;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;23/02/2020;08/03/2020;01/04/2020;-22:27:47,016;-39:58:09,470;-22,46306;-39,96929722;SIRGAS2000;Definitiva;Horizontal;-2684,1;4166;4166;MR;32;0;1114;NM; ;Campos;Carapebus; ;Existe; ; ; ;Existe;Existe; ;Existe; ; ; ; ;Existe; ;Existe; ; ; ;NS-33;NORBE IX;02/01/2022
8-MRO-8-RJS;74316029630;Petrobras;8MRO8RJS;RJ;Santos; ;MRO;MERO;M;S;8;Injeção;INJEÇÃO DE ÁGUA;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;08/09/2020;21/10/2020;08/11/2020;-24:35:26,180;-42:11:11,235;-24,59060556;-42,18645417;SIRGAS2000;Definitiva;Vertical;-5897,3;5924;5930;MR;25;0;2046;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ; ; ; ;NS-39;Deepwater Myconos;02/01/2022
7-MRO-10A-RJS;74316029563;Petrobras;7MRO10ARJS;RJ;Santos; ;MRO;MERO;M;S;7;Desenvolvimento;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;05/03/2020;18/03/2020;04/04/2020;-24:35:54,727;-42:12:53,748;-24,59853528;-42,21493;SIRGAS2000;Definitiva;Vertical;3133,11;3137;3137;MR;25;0;1997;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ; ;Existe; ;Existe; ; ; ; ;Existe; ; ; ; ; ;NS-40;Deepwater Corcovado;02/01/2022
1-NOVA-3-AL;8115029565;Nova Petróleo;1-NOVA-2;AL;Alagoas;SEAL-T-291; ; ;T;S;1;Pioneiro; ;ARRASADO;05/03/2020;10/03/2020;11/03/2020;-10:19:19,464;-36:30:51,430;-10,32207333;-36,51428611;SIRGAS2000;Definitiva;Vertical;630,9;642;642;MR;11,2;5,3;0;NM; ;Igreja Nova;Batinga; ;Existe; ;Existe;Existe;Existe; ; ;Existe; ; ; ; ;Existe; ; ; ; ; ;GREAT105;GREAT - 105;02/01/2022
1-BRSA-1376D-RJS;74281029604;Petrobras;1RJS754D;RJ;Campos;C-M-657; ; ;M;S;1;Pioneiro; ;ABANDONADO PERMANENTEMENTE;04/06/2020;29/09/2020;15/10/2020;-23:57:04,769;-40:21:19,982;-23,95132472;-40,35555056;SIRGAS2000;Definitiva;Direcional;-6097,4;6278;6276;MR;25;0;2898;NM; ;Lagoa Feia;Coqueiros; ;Existe; ;Existe;Existe;Existe;Existe; ;Existe; ;Existe;Existe;Existe;Existe;Existe; ; ; ; ;NS-47;West Tellus;02/01/2022
7-GVB-16-MA;50090029593;Eneva;7GVB16MA;MA;Parnaíba;PN-T-67;GVB;GAVIÃO BRANCO;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL;PRODUZINDO;07/05/2020;15/07/2020;15/05/2020;-04:36:10,350;-44:32:42,205;-4,602875;-44,54505694;SIRGAS2000;Definitiva;Vertical;1370;1420;1421;MR;51;45;0;NM; ;Canindé;Poti; ;Existe; ; ;Existe;Existe; ; ;Existe; ; ; ; ;Existe; ; ; ; ; ;GREAT120 (TUS 120);GREAT - 120;02/01/2022
8-FAL-168D-ES;34270029587;Petrobras;8FAL168DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;8;Injeção;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;27/04/2020;03/05/2020;03/12/2020;-19:00:21,156;-39:51:51,034;-19,00587667;-39,86417611;SIRGAS2000;Definitiva;Direcional;-883,39;901;901,3;MR;10,2;5,05;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;EBS-08;EBS-08;02/01/2022
1-SHEL-33-RJS;74316029591;Shell Brasil;Saturno 1;RJ;Santos;SATURNO; ; ;M;S;1;Pioneiro; ;ABANDONADO PERMANENTEMENTE;08/05/2020;30/05/2020;13/06/2020;-25:00:18,485;-41:08:29,022;-25,00513472;-41,141395;SIRGAS2000;Definitiva;Vertical;-5176;5194,5;5201;MR;25;0;2609;NM; ;Guaratiba;Camboriú; ;Existe; ;Existe;Existe;Existe;Existe; ;Existe; ;Existe;Existe;Existe;Existe;Existe; ; ; ; ;NS-45;Brava Star;02/01/2022
7-MRO-10B-RJS;74316029579;Petrobras;7MRO10BRJS;RJ;Santos; ;MRO;MERO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;06/04/2020;13/06/2020;01/08/2020;-24:35:55,850;-42:12:52,940;-24,59884722;-42,21470556;SIRGAS2000;Definitiva;Vertical;-5726,5;5753;5755,9;MR;25;0;1994;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;NS-40;Deepwater Corcovado;02/01/2022
7-GLF-49H-ESS;34271029600;Petrobras;7GLF49HESS;ES;Espírito Santo; ;GLF;GOLFINHO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;25/05/2020;10/06/2020;05/07/2020;-20:01:45,039;-39:32:53,187;-20,0291775;-39,5481075;SIRGAS2000;Definitiva;Horizontal;4277,1;4565;4565;MR;25;0;1395;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ; ;Existe; ;Existe; ; ; ; ;Existe; ; ; ; ; ;NS-31;PETROBRAS 10000;02/01/2022
7-GVTE-1-MA;50090029627;Eneva;7GVTE1MA;MA;Parnaíba;PN-T-49;GVTE;Gavião Tesoura;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;28/08/2020;02/09/2020;05/09/2020;-04:20:58,270;-44:52:34,042;-4,349519444;-44,87612278;SIRGAS2000;Definitiva;Vertical;1567;1600;1599;MR;33;27;0;NM; ;Canindé;Poti; ;Existe; ; ;Existe;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;GREAT120 (TUS 120);GREAT - 120;02/01/2022
8-SRR-4D-RJS;74316029589;Petrobras;8SRR4DRJS;RJ;Santos; ;SRR;SURURU;M;S;8;Injeção;INJEÇÃO DE GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;07/05/2020;08/06/2020;15/06/2020;-24:59:23,115;-42:38:25,115;-24,98975417;-42,64030972;SIRGAS2000;Definitiva;Direcional;-5670;5735;5726,8;MR;26;0;2192;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;NS-44;LAGUNA STAR;02/01/2022
9-BUZ-42-RJS;74316029609;Petrobras;9BUZ42RJS;RJ;Santos; ;BUZ;BÚZIOS;M;S;9;Especial;PRODUTOR COMERCIAL DE PETRÓLEO;EQUIPADO AGUARDANDO INÍCIO DE OPERAÇÃO;10/06/2020;30/09/2020;22/10/2020;-24:33:53,176;-42:26:16,442;-24,56477111;-42,43790056;SIRGAS2000;Definitiva;Vertical;-5943;5968;5968;MR;25;0;1906;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ;Existe;Existe; ;Existe; ;Existe; ; ;Existe;Existe; ; ; ; ;NS-31;PETROBRAS 10000;02/01/2022
7-ET-1896-RN;72100029592;Petrobras;7ET1896RN;RN;Potiguar; ;ET;ESTREITO;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;09/05/2020;10/05/2020;13/07/2020;-05:22:33,135;-36:48:13,267;-5,375870833;-36,80368528;SIRGAS2000;Definitiva;Vertical;300,5;299;300,5;MR;34,28;29,28;0;NM; ;Apodi;Açu; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;EBS-05;EBS-05;02/01/2022
7-ET-1893-RN;72100029594;Petrobras;7ET1893RN;RN;Potiguar; ;ET;ESTREITO;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;13/05/2020;13/05/2020;12/07/2020;-05:22:33,188;-36:48:10,032;-5,375885556;-36,80278667;SIRGAS2000;Definitiva;Vertical;300;300;300;MR;35,06;30,06;0;NM; ;Apodi;Açu; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;EBS-05;EBS-05;02/01/2022
7-AR-379D-BA;20240029493;Petrobras;7AR379DBA;BA;Recôncavo; ;AR;ARAÇÁS;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;31/10/2019;06/12/2019;28/06/2020;-12:09:11,058;-38:10:11,741;-12,15307167;-38,16992806;SIRGAS2000;Definitiva;Direcional;-3154;3415;3416;MR;165,52;156,22;0;NM; ;Brotas;Sergi; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;SC-109;SONDA CONVENCIONAL 109;02/01/2022
7-GVBN-1D-MA;50090029634;Eneva;7GVBN1DMA;MA;Parnaíba;PN-T-49;GVBN;GAVIÃO BRANCO NORTE;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE GÁS NATURAL;ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO;01/10/2020;15/10/2020;18/10/2020;-04:29:12,394;-44:31:03,416;-4,486776111;-44,51761556;SIRGAS2000;Definitiva;Direcional;1499,57;1810;1810;MR;56;50;0;NM; ;Canindé;Longá; ;Existe; ; ;Existe;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;GREAT120 (TUS 120);GREAT - 120;02/01/2022
7-FAL-149D-ES;34270029475;Petrobras;7FAL149DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;04/10/2019;09/10/2019;02/01/2020;-19:00:20,048;-39:52:16,852;-19,00556889;-39,87134778;SIRGAS2000;Definitiva;Direcional;-879,79;907;906,2;MR;15,05;9,9;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;EBS-08;EBS-08;02/01/2022
8-FAL-150D-ES;34270029482;Petrobras;8FAL150DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;8;Injeção;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;13/10/2019;17/10/2019;31/01/2020;-19:00:21,002;-39:52:16,637;-19,00583389;-39,87128806;SIRGAS2000;Definitiva;Direcional;-885,09;904;903,7;MR;15,06;9,91;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;EBS-08;EBS-08;02/01/2022
3-BGM-3-ES;34270029495;BGM;3-SDR-3-ES;ES;Espírito Santo;ES-T-476;SDR;SUINDARA;T;S;3;Extensão; ;INJETANDO;05/11/2019;18/11/2019;30/01/2020;-19:11:38,496;-39:50:28,987;-19,19402667;-39,84138528;SIRGAS2000;Definitiva;Vertical;-925,9;1043;936,5;MR;10,6;4,6;0;NM; ;Barra Nova;Regência; ;Existe; ;Existe;Existe;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ; ; ; ;CW-02;Cowan-02;02/01/2022
7-PRG-69H-RJS;74281029486;Equinor Brasil;BMC7A1;RJ;Campos; ;PRG;PEREGRINO;M;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;FECHADO;09/05/2019;24/01/2020;13/02/2020;-23:20:01,899;-41:17:53,031;-23,33386083;-41,29806417;SIRGAS2000;Definitiva;Horizontal;-2301;7885;7885;MR;50;0;106;NM; ;Campos;Carapebus; ;Existe; ; ; ; ;Existe; ; ; ; ; ; ;Existe; ; ; ; ; ;DR-A;DRILLINGRIG-A;02/01/2022
7-FAL-151D-ES;34270029500;Petrobras;7FAL151DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;14/11/2019;18/11/2019;15/04/2020;-19:00:21,958;-39:52:16,423;-19,00609944;-39,87122861;SIRGAS2000;Definitiva;Direcional;-878,83;897;897;MR;15,03;9,88;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;EBS-08;EBS-08;02/01/2022
7-FAL-153D-ES;34270029497;Petrobras;7FAL153DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;04/11/2019;10/11/2019;28/02/2020;-19:00:23,867;-39:52:15,995;-19,00662972;-39,87110972;SIRGAS2000;Definitiva;Direcional;-879,15;900;898;MR;15,03;9,88;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;EBS-08;EBS-08;02/01/2022
8-RO-171D-RJS;74281029518;Petrobras;8RO171DRJS;RJ;Campos; ;RO;RONCADOR;M;S;8;Injeção;INJEÇÃO DE ÁGUA;FECHADO;19/12/2019;26/01/2020;03/03/2020;-21:56:41,111;-39:42:23,223;-21,94475306;-39,70645083;SIRGAS2000;Definitiva;Direcional;-3626,01;3670;3670;MR;31;0;1872;NM; ;Campos;Ubatuba;Tamoios;Existe; ; ; ;Existe;Existe; ;Existe; ; ; ; ;Existe; ; ; ; ; ;NS-42;ODN II;02/01/2022
7-FAL-154D-ES;34270029504;Petrobras;7FAL154DES;ES;Espírito Santo; ;FAL;FAZENDA ALEGRE;T;S;7;Desenvolvimento;PRODUTOR COMERCIAL DE PETRÓLEO;PRODUZINDO;22/11/2019;28/11/2019;12/03/2020;-19:00:27,613;-39:52:14,907;-19,00767028;-39,8708075;SIRGAS2000;Definitiva;Direcional;-877,44;895;893,8;MR;15,83;10,68;0;NM; ;Espírito Santo;Urucutuca; ;Existe; ; ; ;Existe; ; ;Existe; ; ; ; ;Existe;Existe; ;Existe; ; ;EBS-08;EBS-08;02/01/2022
3-BRSA-1371-SES;90121029496;Petrobras;3SES194;SE;Sergipe;SEAL-M-424; ; ;M;S;3;Extensão; ;EM PERFURAÇÃO;06/11/2019;05/12/2019;10/01/2020;-11:12:43,504;-36:20:55,562;-11,21208444;-36,34876722;SIRGAS2000;Definitiva;Vertical;-5944,9;5967;5970;MR;25;0;2698;NM; ;Piaçabuçu;Calumbi; ;Existe; ;Existe;Existe;Existe;Existe; ;Existe; ;Existe;Existe;Existe;Existe;Existe; ; ; ; ;NS-31;PETROBRAS 10000;02/01/2022
3-BRSA-1374-RN;72100029509;Petrobras;3GMR130RN;RN;Potiguar; ;GMR;GUAMARÉ;T;S;3;Extensão; ;PRODUZINDO;01/12/2019;18/12/2019;27/01/2020;-05:10:42,659;-36:23:37,883;-5,178516389;-36,39385639;SIRGAS2000;Definitiva;Vertical;-1031,8;1074;1074;MR;42,2;38,2;0;NM; ;Areia Branca;Pendência; ;Existe; ;Existe;Existe;Existe; ; ;Existe; ; ; ; ;Existe;Existe;Existe;Existe; ; ;SC-86;SONDA CONVENCIONAL 86;02/01/2022
7-MRO-7-RJS;74316029506;Petrobras;7MRO7RJS;RJ;Santos; ;MRO;MERO;M;S;7;Desenvolvimento;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;27/11/2019;09/01/2020;05/02/2020;-24:36:10,072;-42:13:29,475;-24,60279778;-42,22485417;SIRGAS2000;Definitiva;Vertical;-5138,55;5193;5193;MR;25;0;1960;NM; ;Guaratiba;Itapema; ;Existe; ; ; ; ;Existe; ;Existe; ; ; ; ;Existe; ; ; ; ; ;NS-39;Deepwater Myconos;02/01/2022
7-BUZ-36D-RJS;74316029520;Petrobras;7BUZ36DRJS;RJ;Santos; ;BUZ;BÚZIOS;M;S;7;Desenvolvimento;ABANDONADO POR OUTRAS RAZÕES;ABANDONADO PERMANENTEMENTE;14/12/2019;21/12/2019;24/02/2020;-24:38:06,084;-42:26:42,428;-24,63502333;-42,44511889;SIRGAS2000;Definitiva;Direcional;2029;2057;2057;MR;28;0;1927;NM; ;Guaratiba;Barra Velha; ;Existe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;SS-75;OCEAN COURAGE;02/01/2022
7-POL-44HP-RJS;74281029515;Petro Rio O&G;POL-Nb;RJ;Campos; ;POL;POLVO;M;S;7;Desenvolvimento;INDEFINIDO;FECHADO;13/12/2019;24/12/2019;06/01/2020;-23:05:01,882;-40:59:43,413;-23,08385611;-40,9953925;SIRGAS2000;Definitiva;Horizontal;-1927;5291;5291;MR;41,2;0;103;NM; ;Macaé;Quissamã; ;Existe; ;Existe;Existe; ;Existe; ; ; ; ; ; ;Existe; ; ; ; ; ;DEAL-1;DEAL-1;02/01/2022
1-BRSA-1375-RJS;74281029551;Petrobras;1RJS753;RJ;Campos;SO_TRTG_VD; ; ;M;S;1;Pioneiro; ;ABANDONADO PERMANENTEMENTE;13/02/2020;28/03/2020;17/04/2020;-23:01:12,650;-40:43:19,358;-23,02018056;-40,72204389;SIRGAS2000;Definitiva;Vertical;-31928;3216;3219;MR;26;0;1080;NM; ;Macaé;Quissamã; ;Existe; ;Existe;Existe;Existe;Existe; ;Existe; ;Existe;Existe;Existe;Existe;Existe; ; ; ; ;SS-73;GOLD STAR;02/01/2022
